address,square_feet,url,price,price_per_sq_ft,status,number_of_beds,number_of_bathrooms
"879 Winchester Ln, Northbrook, IL 60062","2,565",https://www.zillow.com/homedetails/879-Winchester-Ln-Northbrook-IL-60062/3333310_zpid/,"$392,500",153.0214424951267,Sold,4,3
"1075 Cedar Ln, Northbrook, IL 60062","1,200",https://www.zillow.com/homedetails/1075-Cedar-Ln-Northbrook-IL-60062/3334469_zpid/,"$358,000",298.3333333333333,Sold,4,2
"2150 Valencia Dr Apt 215a, Northbrook, IL 60062","1,500",https://www.zillow.com/homedetails/2150-Valencia-Dr-APT-215A-Northbrook-IL-60062/3343842_zpid/,"$150,000",100.0,Sold,3,2
"1780 Sunset Ridge Rd, Northbrook, IL 60062","5,095",https://www.zillow.com/homedetails/1780-Sunset-Ridge-Rd-Northbrook-IL-60062/3338546_zpid/,"$775,000",152.1099116781158,Sold,5,5
"2 The Court Of Island Point, Northbrook, IL 60062","2,468",https://www.zillow.com/homedetails/2-The-Court-Of-Island-Point-Northbrook-IL-60062/3333498_zpid/,"$468,000",189.62722852512155,Sold,4,4
"1135 Antique Ln, Northbrook, IL 60062","2,595",https://www.zillow.com/homedetails/1135-Antique-Ln-Northbrook-IL-60062/3329167_zpid/,"$600,000",231.21387283236993,Sold,4,3
"245 Fox Run Dr, Northbrook, IL 60062","2,639",https://www.zillow.com/homedetails/245-Fox-Run-Dr-Northbrook-IL-60062/3329902_zpid/,"$595,000",225.46419098143235,Sold,4,3
"2395 Techny Rd, Northbrook, IL 60062","1,600",https://www.zillow.com/homedetails/2395-Techny-Rd-Northbrook-IL-60062/3339748_zpid/,"$405,000",253.125,Sold,3,2
"1780 Prairie Ave, Northbrook, IL 60062","5,050",https://www.zillow.com/homedetails/1780-Prairie-Ave-Northbrook-IL-60062/3340118_zpid/,"$965,000",191.0891089108911,Sold,5,5
"4345 Phyllis Dr, Northbrook, IL 60062","2,899",https://www.zillow.com/homedetails/4345-Phyllis-Dr-Northbrook-IL-60062/3330857_zpid/,"$625,000",215.5915833045878,Sold,5,4
"2367 Scott Rd, Northbrook, IL 60062","6,320",https://www.zillow.com/homedetails/2367-Scott-Rd-Northbrook-IL-60062/3339342_zpid/,$1.40M,221.51898734177215,Sold,6,6
"1921 Somerset Ln, Northbrook, IL 60062","1,800",https://www.zillow.com/homedetails/1921-Somerset-Ln-Northbrook-IL-60062/3339214_zpid/,"$385,000",213.88888888888889,Sold,2,3
"241 Chipili Dr, Northbrook, IL 60062","1,519",https://www.zillow.com/homedetails/241-Chipili-Dr-Northbrook-IL-60062/3338091_zpid/,"$325,000",213.95655036208032,Sold,3,2
"2809 Crabtree Ln, Northbrook, IL 60062","1,905",https://www.zillow.com/homedetails/2809-Crabtree-Ln-Northbrook-IL-60062/3333281_zpid/,"$500,000",262.4671916010499,Sold,3,3
"2310 Illinois Rd, Northbrook, IL 60062","3,800",https://www.zillow.com/homedetails/2310-Illinois-Rd-Northbrook-IL-60062/3335591_zpid/,"$670,000",176.31578947368422,Sold,4,4
"1648 Longvalley Dr, Northbrook, IL 60062","4,017",https://www.zillow.com/homedetails/1648-Longvalley-Dr-Northbrook-IL-60062/3340232_zpid/,"$800,000",199.15359721184964,Sold,5,4
"1607 Maple Ave, Northbrook, IL 60062","5,281",https://www.zillow.com/homedetails/1607-Maple-Ave-Northbrook-IL-60062/3336982_zpid/,$1.21M,229.12327210755538,Sold,5,5
"2005 Valencia Dr Apt 202d, Northbrook, IL 60062","1,240",https://www.zillow.com/homedetails/2005-Valencia-Dr-APT-202D-Northbrook-IL-60062/3343998_zpid/,"$185,000",149.19354838709677,Sold,2,2
"3801 Mission Hills Rd #e-309, Northbrook, IL 60062","1,400",https://www.zillow.com/homedetails/3801-Mission-Hills-Rd-E-309-Northbrook-IL-60062/3341142_zpid/,"$225,000",160.71428571428572,Sold,2,2
"1704 Maple Ave, Northbrook, IL 60062","1,336",https://www.zillow.com/homedetails/1704-Maple-Ave-Northbrook-IL-60062/3336821_zpid/,"$179,500",134.3562874251497,Sold,3,2
"2162 Washington Dr #2162, Northbrook, IL 60062","3,018",https://www.zillow.com/homedetails/2162-Washington-Dr-2162-Northbrook-IL-60062/2080945007_zpid/,"$632,500",209.57587806494368,Sold,3,3
"3874 Greenacre Dr, Northbrook, IL 60062","1,186",https://www.zillow.com/homedetails/3874-Greenacre-Dr-Northbrook-IL-60062/3331734_zpid/,"$510,000",430.0168634064081,Sold,2,1
"807 Timbers Edge, Northbrook, IL 60062",,https://www.zillow.com/homedetails/807-Timbers-Edge-Northbrook-IL-60062/245566646_zpid/,"$970,000",970000.0,Sold,-,f
"2938 Cherry Ln, Northbrook, IL 60062","2,134",https://www.zillow.com/homedetails/2938-Cherry-Ln-Northbrook-IL-60062/3334010_zpid/,"$550,000",257.7319587628866,Sold,3,2
"3 The Court Of Cobblestone, Northbrook, IL 60062","2,420",https://www.zillow.com/homedetails/3-The-Court-Of-Cobblestone-Northbrook-IL-60062/3333348_zpid/,"$380,000",157.02479338842974,Sold,2,3
"4021 Michelline Ln, Northbrook, IL 60062","3,481",https://www.zillow.com/homedetails/4021-Michelline-Ln-Northbrook-IL-60062/3331047_zpid/,"$570,000",163.74604998563632,Sold,5,4
"1930 Thornwood Ln, Northbrook, IL 60062","1,426",https://www.zillow.com/homedetails/1930-Thornwood-Ln-Northbrook-IL-60062/3335933_zpid/,"$265,000",185.8345021037868,Sold,3,1
"4022 Rutgers Ln, Northbrook, IL 60062","2,803",https://www.zillow.com/homedetails/4022-Rutgers-Ln-Northbrook-IL-60062/3331581_zpid/,"$550,000",196.21833749554048,Sold,5,5
"2507 Oak Ave, Northbrook, IL 60062","4,221",https://www.zillow.com/homedetails/2507-Oak-Ave-Northbrook-IL-60062/3334930_zpid/,"$325,000",76.99597251836057,Sold,5,5
"3470 Lawrence Ln, Northbrook, IL 60062","1,661",https://www.zillow.com/homedetails/3470-Lawrence-Ln-Northbrook-IL-60062/3349816_zpid/,"$370,000",222.75737507525588,Sold,4,3
"3475 Bayberry Dr, Northbrook, IL 60062","1,600",https://www.zillow.com/homedetails/3475-Bayberry-Dr-Northbrook-IL-60062/3330433_zpid/,"$347,000",216.875,Sold,3,2
"891 Bromley Pl, Northbrook, IL 60062",,https://www.zillow.com/homedetails/891-Bromley-Pl-Northbrook-IL-60062/63689532_zpid/,"$269,000",269000.0,Sold,-,s
"63 Wellington Rd, Northbrook, IL 60062","2,418",https://www.zillow.com/homedetails/63-Wellington-Rd-Northbrook-IL-60062/3329318_zpid/,"$340,000",140.61207609594706,Sold,4,4
"4555 Concord Ln #k, Northbrook, IL 60062","1,800",https://www.zillow.com/homedetails/4555-Concord-Ln-K-Northbrook-IL-60062/2080327524_zpid/,"$365,000",202.77777777777777,Sold,3,3
"2150 Valencia Dr Apt 300a, Northbrook, IL 60062","1,200",https://www.zillow.com/homedetails/2150-Valencia-Dr-APT-300A-Northbrook-IL-60062/3343844_zpid/,"$170,000",141.66666666666666,Sold,2,2
"2041 Techny Rd, Northbrook, IL 60062","1,374",https://www.zillow.com/homedetails/2041-Techny-Rd-Northbrook-IL-60062/3339786_zpid/,"$375,000",272.92576419213975,Sold,3,2
"4030 Yorkshire Ln, Northbrook, IL 60062","2,737",https://www.zillow.com/homedetails/4030-Yorkshire-Ln-Northbrook-IL-60062/3331544_zpid/,"$577,500",210.99744245524298,Sold,4,4
"829 Gleneagle Ln, Northbrook, IL 60062","3,200",https://www.zillow.com/homedetails/829-Gleneagle-Ln-Northbrook-IL-60062/58355956_zpid/,"$926,500",289.53125,Sold,4,4
"60 Wellesley Cir, Northbrook, IL 60062","2,981",https://www.zillow.com/homedetails/60-Wellesley-Cir-Northbrook-IL-60062/50920647_zpid/,"$486,000",163.03253941630325,Sold,3,4
"1905 Somerset Ln, Northbrook, IL 60062","1,870",https://www.zillow.com/homedetails/1905-Somerset-Ln-Northbrook-IL-60062/3339218_zpid/,"$416,000",222.45989304812835,Sold,2,3
"1052 Briarwood Ln, Northbrook, IL 60062","2,184",https://www.zillow.com/homedetails/1052-Briarwood-Ln-Northbrook-IL-60062/3334536_zpid/,"$524,000",239.9267399267399,Sold,4,3
"3129 Violet Ln, Northbrook, IL 60062","2,340",https://www.zillow.com/homedetails/3129-Violet-Ln-Northbrook-IL-60062/3340513_zpid/,"$615,000",262.8205128205128,Sold,4,3
"38 The Court Of Greenway, Northbrook, IL 60062","1,400",https://www.zillow.com/homedetails/38-The-Court-Of-Greenway-Northbrook-IL-60062/3332556_zpid/,"$340,000",242.85714285714286,Sold,3,2
"2818 Woodmere Dr, Northbrook, IL 60062","3,904",https://www.zillow.com/homedetails/2818-Woodmere-Dr-Northbrook-IL-60062/3341071_zpid/,"$775,000",198.51434426229508,Sold,5,5
"4 The Court Of Island Point, Northbrook, IL 60062","2,200",https://www.zillow.com/homedetails/4-The-Court-Of-Island-Point-Northbrook-IL-60062/3333496_zpid/,"$460,000",209.0909090909091,Sold,3,3
"3810 Mission Hills Rd Apt 108, Northbrook, IL 60062","2,350",https://www.zillow.com/homedetails/3810-Mission-Hills-Rd-APT-108-Northbrook-IL-60062/3341706_zpid/,"$210,000",89.36170212765957,Sold,2,3
"1728 Longvalley Dr, Northbrook, IL 60062","2,158",https://www.zillow.com/homedetails/1728-Longvalley-Dr-Northbrook-IL-60062/3339933_zpid/,"$462,500",214.31881371640407,Sold,4,3
"1280 Rudolph Rd Apt 3n, Northbrook, IL 60062",,https://www.zillow.com/homedetails/1280-Rudolph-Rd-APT-3N-Northbrook-IL-60062/2080847370_zpid/,"$140,000",140000.0,Sold,1, 
"3221 W Parkway Dr Apt 21c, Northbrook, IL 60062",,https://www.zillow.com/homedetails/3221-W-Parkway-Dr-APT-21C-Northbrook-IL-60062/70452996_zpid/,"$135,000",135000.0,Sold,-,s
"525 Banyan Dr, Northbrook, IL 60062","1,700",https://www.zillow.com/homedetails/525-Banyan-Dr-Northbrook-IL-60062/3330358_zpid/,"$318,000",187.05882352941177,Sold,3,2
"3711 Radcliffe Dr, Northbrook, IL 60062","2,085",https://www.zillow.com/homedetails/3711-Radcliffe-Dr-Northbrook-IL-60062/3332144_zpid/,"$445,000",213.42925659472422,Sold,3,2
"1535 Woodlark Dr, Northbrook, IL 60062","5,718",https://www.zillow.com/homedetails/1535-Woodlark-Dr-Northbrook-IL-60062/3337724_zpid/,$1.24M,216.85904162294509,Sold,6,5
"1375 Rosemary Ln, Northbrook, IL 60062","4,672",https://www.zillow.com/homedetails/1375-Rosemary-Ln-Northbrook-IL-60062/3329966_zpid/,"$580,000",124.14383561643835,Sold,4,7
"736 York Ct #736, Northbrook, IL 60062","1,991",https://www.zillow.com/homedetails/736-York-Ct-736-Northbrook-IL-60062/2083718994_zpid/,"$343,000",172.2752385735811,Sold,3,3
"2928 Stonegate Ln, Northbrook, IL 60062","2,745",https://www.zillow.com/homedetails/2928-Stonegate-Ln-Northbrook-IL-60062/3333987_zpid/,"$430,000",156.64845173041894,Sold,4,3
"3851 Sanders, Northbrook, IL 60062",950,https://www.zillow.com/homedetails/3851-Sanders-Northbrook-IL-60062/70446873_zpid/,"$190,000",200.0,Sold,2,1
"3579 Techny Rd, Northbrook, IL 60062","2,700",https://www.zillow.com/homedetails/3579-Techny-Rd-Northbrook-IL-60062/3340677_zpid/,"$400,000",148.14814814814815,Sold,5,4
"2435 Vicki Ln, Northbrook, IL 60062","3,285",https://www.zillow.com/homedetails/2435-Vicki-Ln-Northbrook-IL-60062/3342718_zpid/,"$769,000",234.09436834094367,Sold,4,5
"1006 Spring Hill Dr, Northbrook, IL 60062","1,750",https://www.zillow.com/homedetails/1006-Spring-Hill-Dr-Northbrook-IL-60062/3332793_zpid/,"$270,000",154.28571428571428,Sold,3,3
"2140 Oak Ave, Northbrook, IL 60062","2,644",https://www.zillow.com/homedetails/2140-Oak-Ave-Northbrook-IL-60062/3335517_zpid/,"$623,000",235.62783661119516,Sold,4,4
"2446 Walters Ave, Northbrook, IL 60062","2,060",https://www.zillow.com/homedetails/2446-Walters-Ave-Northbrook-IL-60062/3335018_zpid/,"$375,000",182.03883495145632,Sold,4,2
"1739 Tudor Ln Unit 209, Northbrook, IL 60062","1,500",https://www.zillow.com/homedetails/1739-Tudor-Ln-UNIT-209-Northbrook-IL-60062/70452646_zpid/,"$325,000",216.66666666666666,Sold,2,2
"4547 Lindenwood Ln, Northbrook, IL 60062","2,491",https://www.zillow.com/homedetails/4547-Lindenwood-Ln-Northbrook-IL-60062/3279153_zpid/,"$352,000",141.30871136089922,Sold,2,2
"1220 Woodview Ln, Northbrook, IL 60062",,https://www.zillow.com/homedetails/1220-Woodview-Ln-Northbrook-IL-60062/253420683_zpid/,$1.50M,1500000.0,Sold,-,f
"2846 Woodland Dr, Northbrook, IL 60062","3,517",https://www.zillow.com/homedetails/2846-Woodland-Dr-Northbrook-IL-60062/3340984_zpid/,"$680,486",193.48478817173728,Sold,5,5
"827 Turnberry Ln, Northbrook, IL 60062","3,043",https://www.zillow.com/homedetails/827-Turnberry-Ln-Northbrook-IL-60062/58355938_zpid/,"$997,000",327.6372001314492,Sold,5,4
"1831 Mission Hills Rd Apt 507, Northbrook, IL 60062","2,300",https://www.zillow.com/homedetails/1831-Mission-Hills-Rd-APT-507-Northbrook-IL-60062/3341566_zpid/,"$515,000",223.91304347826087,Sold,2,3
"807 Timbers Edge Ln, Northbrook, IL 60062","3,050",https://www.zillow.com/homedetails/807-Timbers-Edge-Ln-Northbrook-IL-60062/2091626621_zpid/,"$969,977",318.0252459016393,Sold,3,3
"417 Pebblebrook Rd, Northbrook, IL 60062","3,342",https://www.zillow.com/homedetails/417-Pebblebrook-Rd-Northbrook-IL-60062/3338593_zpid/,"$847,000",253.44105326152004,Sold,5,4
"2200 Crabtree Ln, Northbrook, IL 60062","3,410",https://www.zillow.com/homedetails/2200-Crabtree-Ln-Northbrook-IL-60062/3334657_zpid/,"$950,000",278.5923753665689,Sold,6,4
"3349 Lakeside Ave, Northbrook, IL 60062","4,487",https://www.zillow.com/homedetails/3349-Lakeside-Ave-Northbrook-IL-60062/3339901_zpid/,"$790,000",176.06418542455984,Sold,6,6
"2014 Cambria Ct #2014, Northbrook, IL 60062","1,225",https://www.zillow.com/homedetails/2014-Cambria-Ct-2014-Northbrook-IL-60062/2080514560_zpid/,"$270,000",220.40816326530611,Sold,2,2
"1757 Seton Rd, Northbrook, IL 60062","2,610",https://www.zillow.com/homedetails/1757-Seton-Rd-Northbrook-IL-60062/3329362_zpid/,"$335,000",128.35249042145594,Sold,3,3
"3717 Provenance Way, Northbrook, IL 60062","2,099",https://www.zillow.com/homedetails/3717-Provenance-Way-Northbrook-IL-60062/2081603474_zpid/,"$489,110",233.02048594568842,Sold,3,3
"904 Enfield Dr, Northbrook, IL 60062",,https://www.zillow.com/homedetails/904-Enfield-Dr-Northbrook-IL-60062/2080770094_zpid/,"$357,500",357500.0,Sold,3,3
"455 Alice Dr, Northbrook, IL 60062","4,999",https://www.zillow.com/homedetails/455-Alice-Dr-Northbrook-IL-60062/3330529_zpid/,"$965,000",193.0386077215443,Sold,5,5
"1112 Walnut Ln, Northbrook, IL 60062","3,025",https://www.zillow.com/homedetails/1112-Walnut-Ln-Northbrook-IL-60062/3334671_zpid/,"$730,000",241.32231404958677,Sold,4,3
"2270 Washington Dr, Northbrook, IL 60062",,https://www.zillow.com/homedetails/2270-Washington-Dr-Northbrook-IL-60062/306331602_zpid/,"$500,000",500000.0,Sold,S,o
"1736 Lancaster Way, Northbrook, IL 60062","2,203",https://www.zillow.com/homedetails/1736-Lancaster-Way-Northbrook-IL-60062/65553863_zpid/,"$450,000",204.26690876078075,Sold,3,3
"25 Bridlewood Rd, Northbrook, IL 60062","4,662",https://www.zillow.com/homedetails/25-Bridlewood-Rd-Northbrook-IL-60062/3337677_zpid/,"$925,000",198.4126984126984,Sold,6,7
"1260 Woodview Ln, Northbrook, IL 60062","4,082",https://www.zillow.com/homedetails/1260-Woodview-Ln-Northbrook-IL-60062/253422523_zpid/,$1.17M,286.62420382165607,Sold,3,4
"2106 Cargill Dr, Northbrook, IL 60062","2,400",https://www.zillow.com/homedetails/2106-Cargill-Dr-Northbrook-IL-60062/3339718_zpid/,"$290,000",120.83333333333333,Sold,4,3
"2381 El Cid Ln, Northbrook, IL 60062","2,678",https://www.zillow.com/homedetails/2381-El-Cid-Ln-Northbrook-IL-60062/3343711_zpid/,"$420,000",156.8334578043316,Sold,2,2
"2860 Beckwith Ct, Northbrook, IL 60062","3,787",https://www.zillow.com/homedetails/2860-Beckwith-Ct-Northbrook-IL-60062/3334037_zpid/,"$705,000",186.16318986004754,Sold,5,3
"2015 Walters Ave, Northbrook, IL 60062","1,900",https://www.zillow.com/homedetails/2015-Walters-Ave-Northbrook-IL-60062/87713425_zpid/,"$212,000",111.57894736842105,Sold,2,2
"44 The Court Of Greenway, Northbrook, IL 60062","1,265",https://www.zillow.com/homedetails/44-The-Court-Of-Greenway-Northbrook-IL-60062/3332561_zpid/,"$215,000",169.9604743083004,Sold,2,2
"2209 Chestnut St, Northbrook, IL 60062","1,815",https://www.zillow.com/homedetails/2209-Chestnut-St-Northbrook-IL-60062/3335301_zpid/,"$362,500",199.72451790633608,Sold,4,3
"2516 Burgundy Ln, Northbrook, IL 60062","1,977",https://www.zillow.com/homedetails/2516-Burgundy-Ln-Northbrook-IL-60062/3343563_zpid/,"$292,000",147.69853313100657,Sold,2,2
"805 Winchester Ln, Northbrook, IL 60062","2,565",https://www.zillow.com/homedetails/805-Winchester-Ln-Northbrook-IL-60062/3333325_zpid/,"$435,000",169.5906432748538,Sold,4,4
"4345 Phyllis Dr, Northbrook, IL 60062","2,899",https://www.zillow.com/homedetails/4345-Phyllis-Dr-Northbrook-IL-60062/2080803043_zpid/,"$625,000",215.5915833045878,Sold,5,4
"1029 Longaker Rd, Northbrook, IL 60062","1,068",https://www.zillow.com/homedetails/1029-Longaker-Rd-Northbrook-IL-60062/3337342_zpid/,"$335,000",313.67041198501875,Sold,3,2
"3741 Mission Hills Rd Apt 103, Northbrook, IL 60062","2,350",https://www.zillow.com/homedetails/3741-Mission-Hills-Rd-APT-103-Northbrook-IL-60062/3341574_zpid/,"$290,000",123.40425531914893,Sold,2,3
"4507 Deer Trail Ct, Northbrook, IL 60062","2,228",https://www.zillow.com/homedetails/4507-Deer-Trail-Ct-Northbrook-IL-60062/3279244_zpid/,"$390,000",175.04488330341113,Sold,3,4
"2050 Valencia Dr Apt 210c, Northbrook, IL 60062","1,000",https://www.zillow.com/homedetails/2050-Valencia-Dr-APT-210C-Northbrook-IL-60062/3343950_zpid/,"$110,000",110.0,Sold,1, 
"820 Meadow Rd, Northbrook, IL 60062","2,034",https://www.zillow.com/homedetails/820-Meadow-Rd-Northbrook-IL-60062/3334437_zpid/,"$458,000",225.17207472959686,Sold,3,3
"1855 Ellendale Dr, Northbrook, IL 60062","3,000",https://www.zillow.com/homedetails/1855-Ellendale-Dr-Northbrook-IL-60062/3338899_zpid/,"$540,000",180.0,Sold,4,3
"3950 Dundee Rd Apt 103, Northbrook, IL 60062",,https://www.zillow.com/homedetails/3950-Dundee-Rd-APT-103-Northbrook-IL-60062/2083215885_zpid/,"$140,000",140000.0,Sold,2,2
"1938 Lincoln Ave, Northbrook, IL 60062","1,594",https://www.zillow.com/homedetails/1938-Lincoln-Ave-Northbrook-IL-60062/3336076_zpid/,"$430,000",269.7616060225847,Sold,3,2
"1632 Oakwood Rd, Northbrook, IL 60062","1,200",https://www.zillow.com/homedetails/1632-Oakwood-Rd-Northbrook-IL-60062/3329586_zpid/,"$395,000",329.1666666666667,Sold,4,2
"350 Versailles Dr, Northbrook, IL 60062","2,628",https://www.zillow.com/homedetails/350-Versailles-Dr-Northbrook-IL-60062/3331259_zpid/,"$550,000",209.28462709284628,Sold,4,2
"1013 Longaker Rd, Northbrook, IL 60062","1,100",https://www.zillow.com/homedetails/1013-Longaker-Rd-Northbrook-IL-60062/3337325_zpid/,"$325,000",295.45454545454544,Sold,4,2
"711 Lee Rd, Northbrook, IL 60062","3,423",https://www.zillow.com/homedetails/711-Lee-Rd-Northbrook-IL-60062/3329245_zpid/,"$325,000",94.94595384165936,Sold,2,4
"2116 Royal, Northbrook, IL 60062","2,600",https://www.zillow.com/homedetails/2116-Royal-Northbrook-IL-60062/2079787817_zpid/,"$545,000",209.6153846153846,Sold,3,3
"2543 Steven Ln, Northbrook, IL 60062","3,264",https://www.zillow.com/homedetails/2543-Steven-Ln-Northbrook-IL-60062/49913447_zpid/,"$635,000",194.54656862745097,Sold,4,3
"235 Coachmaker Dr, Northbrook, IL 60062","2,504",https://www.zillow.com/homedetails/235-Coachmaker-Dr-Northbrook-IL-60062/3329221_zpid/,"$510,000",203.6741214057508,Sold,4,3
"1944 Central Ave, Northbrook, IL 60062","2,040",https://www.zillow.com/homedetails/1944-Central-Ave-Northbrook-IL-60062/3339863_zpid/,"$385,000",188.72549019607843,Sold,4,2
"3765 Gregory Dr, Northbrook, IL 60062","1,000",https://www.zillow.com/homedetails/3765-Gregory-Dr-Northbrook-IL-60062/3349863_zpid/,"$384,000",384.0,Sold,S,o
"2400 Maple Ave, Northbrook, IL 60062","1,868",https://www.zillow.com/homedetails/2400-Maple-Ave-Northbrook-IL-60062/3335038_zpid/,"$550,000",294.4325481798715,Sold,5,3
"3810 S Mission Hills Rd #204, Northbrook, IL 60062","1,820",https://www.zillow.com/homedetails/3810-S-Mission-Hills-Rd-204-Northbrook-IL-60062/2079984629_zpid/,"$247,500",135.98901098901098,Sold,2,2
"3816 Medford Cir, Northbrook, IL 60062","3,407",https://www.zillow.com/homedetails/3816-Medford-Cir-Northbrook-IL-60062/3331893_zpid/,"$600,000",176.10801291458762,Sold,5,4
"75 Wellesley Cir, Northbrook, IL 60062","3,241",https://www.zillow.com/homedetails/75-Wellesley-Cir-Northbrook-IL-60062/54529888_zpid/,"$487,000",150.26226473310706,Sold,3,3
"409 Barnsley Pl, Northbrook, IL 60062","2,009",https://www.zillow.com/homedetails/409-Barnsley-Pl-Northbrook-IL-60062/3337595_zpid/,"$439,000",218.516674962668,Sold,4,3
"4052 Michelline Ln, Northbrook, IL 60062","2,625",https://www.zillow.com/homedetails/4052-Michelline-Ln-Northbrook-IL-60062/3331014_zpid/,"$625,000",238.0952380952381,Sold,4,3
"1622 Provenance Way, Northbrook, IL 60062",,https://www.zillow.com/homedetails/1622-Provenance-Way-Northbrook-IL-60062/306331812_zpid/,"$868,500",868500.0,Sold,-,f
"2050 Valencia Dr Apt 407c, Northbrook, IL 60062","1,200",https://www.zillow.com/homedetails/2050-Valencia-Dr-APT-407C-Northbrook-IL-60062/3343979_zpid/,"$179,180",149.31666666666666,Sold,2,2
"307 Powder Horn Dr, Northbrook, IL 60062","2,692",https://www.zillow.com/homedetails/307-Powder-Horn-Dr-Northbrook-IL-60062/3329880_zpid/,"$575,000",213.5958395245171,Sold,4,3
"1955 Farnsworth Ln, Northbrook, IL 60062","2,263",https://www.zillow.com/homedetails/1955-Farnsworth-Ln-Northbrook-IL-60062/65553867_zpid/,"$435,000",192.2227132125497,Sold,3,3
"891 Bromley Pl #891, Northbrook, IL 60062","1,200",https://www.zillow.com/homedetails/891-Bromley-Pl-891-Northbrook-IL-60062/2081069041_zpid/,"$269,000",224.16666666666666,Sold,2,2
"2740 Oak Ave, Northbrook, IL 60062","3,310",https://www.zillow.com/homedetails/2740-Oak-Ave-Northbrook-IL-60062/3335184_zpid/,"$687,500",207.70392749244712,Sold,4,3
"3719 Provenance Way, Northbrook, IL 60062",,https://www.zillow.com/homedetails/3719-Provenance-Way-Northbrook-IL-60062/306331717_zpid/,"$533,500",533500.0,Sold,-,f
"3728 Provenance Way, Northbrook, IL 60062",,https://www.zillow.com/homedetails/3728-Provenance-Way-Northbrook-IL-60062/306331771_zpid/,"$489,000",489000.0,Sold,-,f
"2161 Techny Rd, Northbrook, IL 60062","2,640",https://www.zillow.com/homedetails/2161-Techny-Rd-Northbrook-IL-60062/3339756_zpid/,"$569,000",215.53030303030303,Sold,4,3
"2127 Farnsworth Ln, Northbrook, IL 60062","1,920",https://www.zillow.com/homedetails/2127-Farnsworth-Ln-Northbrook-IL-60062/3339269_zpid/,"$407,500",212.23958333333334,Sold,3,2
"3722 Provenance Way, Northbrook, IL 60062",,https://www.zillow.com/homedetails/3722-Provenance-Way-Northbrook-IL-60062/306331773_zpid/,"$580,500",580500.0,Sold,-,f
"3585 Pleasant St, Northbrook, IL 60062","1,716",https://www.zillow.com/homedetails/3585-Pleasant-St-Northbrook-IL-60062/3339959_zpid/,"$225,000",131.11888111888112,Sold,4,2
"609 Picardy Cir, Northbrook, IL 60062",,https://www.zillow.com/homedetails/609-Picardy-Cir-Northbrook-IL-60062/101328142_zpid/,"$350,000",350000.0,Sold,-,s
"1325 Wessling Dr, Northbrook, IL 60062","3,070",https://www.zillow.com/homedetails/1325-Wessling-Dr-Northbrook-IL-60062/3332153_zpid/,"$537,000",174.9185667752443,Sold,4,3
"609 Picardy Cir, Northbrook, IL 60062","1,388",https://www.zillow.com/homedetails/609-Picardy-Cir-Northbrook-IL-60062/3331167_zpid/,"$350,000",252.1613832853026,Sold,2,3
"3110 Pheasant Creek Dr Apt 301, Northbrook, IL 60062","1,200",https://www.zillow.com/homedetails/3110-Pheasant-Creek-Dr-APT-301-Northbrook-IL-60062/2085244662_zpid/,"$163,000",135.83333333333334,Sold,2,2
"1941 Koehling Rd, Northbrook, IL 60062","1,918",https://www.zillow.com/homedetails/1941-Koehling-Rd-Northbrook-IL-60062/3329923_zpid/,"$325,000",169.4473409801877,Sold,3,2
"1636 Longvalley Dr, Northbrook, IL 60062","1,976",https://www.zillow.com/homedetails/1636-Longvalley-Dr-Northbrook-IL-60062/3340235_zpid/,"$482,000",243.92712550607288,Sold,4,3
"4121 Rutgers Ln, Northbrook, IL 60062","3,158",https://www.zillow.com/homedetails/4121-Rutgers-Ln-Northbrook-IL-60062/3331515_zpid/,"$705,000",223.24255858138062,Sold,6,4
"860 Winchester Ln, Northbrook, IL 60062","2,565",https://www.zillow.com/homedetails/860-Winchester-Ln-Northbrook-IL-60062/3333302_zpid/,"$379,000",147.75828460038986,Sold,4,4
"2069 Post Rd, Northbrook, IL 60062","3,157",https://www.zillow.com/homedetails/2069-Post-Rd-Northbrook-IL-60062/3342310_zpid/,"$492,500",156.00253405131454,Sold,4,5
"1250 Thornapple Ln, Northbrook, IL 60062","2,706",https://www.zillow.com/homedetails/1250-Thornapple-Ln-Northbrook-IL-60062/3336262_zpid/,"$490,000",181.07908351810792,Sold,4,3
"652 Greenwood Rd, Northbrook, IL 60062","9,999",https://www.zillow.com/homedetails/652-Greenwood-Rd-Northbrook-IL-60062/3330050_zpid/,"$316,000",31.6031603160316,Sold,2,1
"2461 Shannon Rd, Northbrook, IL 60062","2,990",https://www.zillow.com/homedetails/2461-Shannon-Rd-Northbrook-IL-60062/3334169_zpid/,"$728,000",243.47826086956522,Sold,5,3
"902 Suffield Ter, Northbrook, IL 60062","3,400",https://www.zillow.com/homedetails/902-Suffield-Ter-Northbrook-IL-60062/3331873_zpid/,"$687,000",202.05882352941177,Sold,5,3
"1673 Western Ave, Northbrook, IL 60062","1,303",https://www.zillow.com/homedetails/1673-Western-Ave-Northbrook-IL-60062/3339964_zpid/,"$450,000",345.35686876438984,Sold,4,3
"880 Huckleberry Ln, Northbrook, IL 60062","2,059",https://www.zillow.com/homedetails/880-Huckleberry-Ln-Northbrook-IL-60062/3334211_zpid/,"$550,000",267.11996114618745,Sold,4,3
"802 Winchester Ln, Northbrook, IL 60062","2,244",https://www.zillow.com/homedetails/802-Winchester-Ln-Northbrook-IL-60062/3333284_zpid/,"$375,000",167.11229946524065,Sold,3,3
